name,account,rating,comment
gfgz704yaz6,x2ax9m3aqua,5,rqcpwxwdvld
7ukc9lzv7zr,nrdp7cxgz,0,jf6qv30eic
6ggc4ftyqg6,xnoglplc94s,4,rbv9q3vor0r
qc978fji3e,vhzzqa77wc,5,a26gw9vti9b
jei7200n8we,529uf11dmz,4,12gp9qwa32x
xqyz6qxjvw,c2kp6fpj26l,0,a5i2nxluuas
wyr629a8h8,ufwwtoctmf9,4,nffb0nt2xh
qew3a5aorr,vdxleny012e,2,0lypt78gn04
dylbp6ku6je,i7jq0gqyer,3,ewtn6a7jftr
je62m0pzt1d,t7bcddrj25,5,957raf7u8s5
3v47ngl4rym,ju4qu28g9qh,0,kow61tj5ao
qm3eaz9sdj,2rra9mfahjx,0,fm05she5j0l
03uwpv1gtc0,s3l1lcrlka,1,aw85i37e3kj
8eictbayktf,s5qkcwfvm8,2,s82db27q7il
4rlxcwotpqt,qo4xixj6c4l,2,xa2ja22e7c
ydp2nos5dy,f5sw3s1bx7l,3,yh8nylqa3mt
6agq2y2ui06,zrgr5lx0orh,0,8rsdkg2ai1h
yfr0xxyuba,rtgkh3ee4w,4,6mwd8p69b5
qkdf0wn0zu,witgwr8e0tf,2,w4a68yuzskh
n5x1dwps89s,1lf4siewm1d,0,xy8okynxx8
s5p9t1gtsnd,dj1cdwg1caa,2,ib9abzeotz
l6rugr0785,2tz325dcu2i,2,ap0um0lc1mf
8hv6x99p9om,ksjmqx8z7mj,2,d0wkyiobxv6
i27qrwe33ol,dai0jf8jpbl,1,b4hfmk1r12h
pudx4qt5v2,04rkyl49m59,5,idh9694dtk
emb5db8kzg5,i2hc3tvhmq,4,fg8picw4sx9
w0t65ncxq5a,g7dkjbel3uj,3,4begqzltc4i
y5aued7fyu,k798busrrpk,2,66rwsvgb05i
f1ph9u7551e,scqqykspcm,3,pctg2uzh307
lv9v3v9lqnh,ybwzy2bqp3b,1,dx6fb9my9uo
25kpv5jhjqc,zenpq06r1gi,3,gzx62lpi6pb
ibgynqy7lnf,xdo2j53sdu,1,ql0n3q21r8m
1fsgvqpass2,ulwrdnwxpcp,3,scggjfsnuzp
vgb5u8nkrcg,4myboloeyze,5,wn4ccsafmgd
mjbsae2ia4p,e3j9igsgz58,3,wbub93gzis
3mmu7vakx0j,8wg25ojnlnq,2,c2a8f7fmmk7
5075eq43zt4,ypyj795cido,1,za4pii9z8r
5srtr0xj5c3,69lid0tdvt9,0,avvjik5nucm
jdjt77z8rmt,g441ibl2m6l,3,c1v6p4xm4z
e1onho9pxlj,ptyq21yaou8,0,oyi06jhzx9
troadyicnx,qbcyjx0b9gm,0,41a42e5vqu3
fi003yh8we,q0ybxic8tf,4,99qjnz75sls
lrwbuqluts,xibok6i4jo8,5,uyn6hqxunf
2d6hq14bmr,744kl4kpteo,3,dglvcgdm23
ngvc2gckk58,brwzzfy21bf,2,zrzfmyklawg
0sql4fwioya,5iovszk1up,2,884yr9votx8
00xgm8235pv,jki74u4cku,2,zk7s5fhi4va
wth33dov17,w7lp7n3794e,3,oqjwidcxy6m
ue2p84boj8,y5tnz0nfbz8,1,a82qjla1845
ekjcqcqjh7l,rhmmr3tsmkk,4,2axj8pbtvch
gm7kciw3k6k,7oaqqicy1ls,5,bsmvevmzzvi
0t5eyghdxj4,o0ztdvab0r,3,jpp33zo50za
cob3v3dut4e,j4lf7nbetk,2,te48gyc2zs8
g7l4uepnu5m,pj4kxl69b9,0,d533auqdz4j
0zxtsvcdcak,f0jn62z6c1s,2,hfakevzjxad
pc1dp3q1up,1pmf116z78f,4,figzgm5cogn
utgsmnqja8q,7etwj9s8eta,2,0e3pa01tvhs
wbomhnfwel9,qif3dfs4xr,3,l5bzd3k867k
wsmtj8axbd,hu8wlbrpd0h,1,io9flixjyed
yh0w9me191,zs9o0e32ojo,1,9an0qosk0cg
623uudu5g0r,8ilk148kg34,0,mbcwzqr5i8a
k6k9vmfjas,l5ouhmul3fc,3,orkns5e4i4a
i864o2b4ai,fjxiqp0rr7,2,t6sqccsm4t
1ti0ogmv7pe,qatxi5q8uds,1,6sfv2ree50i
397cm2uw1yj,lzo6cs0pv3f,0,k3cn6ius2wn
xzwwpayjmlo,6uwfkbk4b2m,5,ueaeyi0jvi
uvjtyzko4kd,9zpe1mh2aao,0,bxrblf3w4o
s9i37xyx16,fziwnat5zs,3,zjr7uw3vzjd
4xy063nokkk,dvv1es8ba7o,0,sewwn4l0e8
d7yvga3n41r,711smbakchd,2,gar0p7dtcd
wc2xk6cyy6p,5mh1asm3cuf,4,e4t1qczfsvt
kqmctg09gh9,ejqo2vc6qvp,3,6ddb0ygvlor
1vu0orpoq43,y44qcxjizh,1,ucve3t8nzwd
jpp4gl3xghe,wt9g0vggpw,2,kmgc2vz0dwi
fhpjxqy20mp,f6u5uac4eh,0,pe1v91fsn1e
w7zy9i7ettc,zhr1nssfc0q,5,nkftirtc0o9
wq0poyuv5pk,ob1s9gs6ozl,2,8ja5xbsv6hu
vu03n967oy,djg4nylqnsl,5,7ptfmv2gmnr
6b1whejvqyh,n7x98qsejmm,4,92xkiu4idam
emztp7n64ls,occcoh9gz8i,2,vbxqjhp7qf
dwumgsi77gk,gn6dsjaplx,3,m59xghs2ep
rznrbi808kr,h5fz5v2wuqe,3,niqfrl0rj0k
qsaggcffsw,erk6vwwdzos,4,bngwqrowsy5
xx40f4akxos,w1czr0roqc,4,bd85sb9q3fh
bzi3oqkybq4,hrecbn4264,1,epjvx1xzvy7
zorrk52ndu,bd5w8nt58yd,5,bqt8f6c7fad
oh6i9g4dked,hsyc03efwll,5,otdfhcy27gq
6gcl30lj85o,blrv17ujyhh,3,yvb1qzs7z3b
yy4cxm3h5h,ne14cpff3i,3,z0pqdxvffh9
kpwrp670mv,9e05pa81kzj,0,pp02w3n8vsi
cx2q75i5a74,5ejbx2t8ial,2,c1d2owdxhp9
uk5iaiu4wah,ree4wdd4is,2,k5xhcgr0ak
kk3rj1895gn,8nvbp0t0jk8,0,vi1v8h1ldo
3entvpp0gzo,c9cenuz2ht,1,obka6yqohig
3h6zayg6l02,5obfku1d8vm,0,f3xsk6wvtpc
v5j740liep,dc1396uhfu,4,t5894y04bj
qtt2bll7kxl,ny03saft3g,1,i21820893es
xmpzzcr6mnp,ba398rmtom6,0,4ifujcap5k7
jc2d6nucs1o,ffu68kh9zmn,4,nag06ir70zb
c2dzekanw4u,ck0knn09wt,1,keelt7apnvr
fps0cy5jba8,ty1znneh9dn,5,sbt29ei6iti
2fm0p1z42wo,85jxo788u5h,1,g2loczmbrtu
whjsc43xs9,3vu4wyg6vhk,2,hild66kr7ed
5p0nb0k4ads,r5c0pp68u8c,5,4bf515kahg6
u0gtdslv8w8,gttx3vnct7c,5,69iikzcbiwk
ivav7hvp3wq,5eu0i57ms8e,5,1b931foteo3
117ikzv9k6h,omf91b8h7c,1,8xm4gji40hk
c63w1p4mj18,bnqhl44irc,5,rgkiicohh6
3ktl5bevpau,565fi1i50bw,4,bg7ivzyg5p
1wxqckcm83x,z9vuyfyr27,1,08avodkhxlb
mds87815qsl,0a2vnprr2gj,0,lmjwjq3h2t
ci1qltzskfe,6nh215b66t,1,5d2i9hth76v
0z74v6gyhrz,nv0rrhe75,5,uz68zwp1zne
xsf1tzdf7yo,yt6tzt2e2,1,mujglxvqp2
sae0a16tt5,dmi6zt9apzn,0,g6rh2zu4f9
q8dnm28tm7s,4mv0w03gbha,3,mh3uxk0rbfi
c8ntea1ms4,equ8o2y5gdh,3,5h89cp84m7s
2hnwlg91bzl,6i7przcm7bp,0,157nn913rjp
o0zlvp0i2uo,j1p1j304hul,2,llpeaigrock
7fxceaid3h,48wifxyqkkq,2,3hzu8zxzsul
a91z3i5fqfi,tkjidfd7bw,0,d86gy7dhz7
4km9py8bdd5,fl11onmykkm,4,a6hx8tiolte
mq6n85usbh,w1tf6b83mv8,2,974ikivoy94
g5d8guaj0na,5gcd7u4977t,0,hs4qrac6p5
